Property_ID,City,City_Tier,Property_Type,Total_Rooms,Base_Price,Month,Month_Num,Occupancy_Rate,Rooms_Sold,Dynamic_Price,Revenue,RevPAR,Customer_Rating,Cancellation_Rate
OYO1074,Bangalore,1,Palette,11,2954.0,December,12,96.5,11,3904.0,42945.0,3904.0,3.1,24.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,January,1,92.4,29,2556.0,74117.0,2391.0,4.1,9.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,February,2,95.8,30,2832.0,84956.0,2741.0,3.4,7.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,March,3,86.7,27,2377.0,64169.0,2070.0,3.3,11.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,April,4,60.4,19,2152.0,40883.0,1319.0,3.0,6.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,May,5,65.7,20,1763.0,35256.0,1137.0,4.1,12.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,June,6,47.8,15,1517.0,22756.0,734.0,3.2,17.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,July,7,66.2,21,1909.0,40088.0,1293.0,4.1,6.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,August,8,62.9,19,1861.0,35351.0,1140.0,4.4,8.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,September,9,62.7,19,2246.0,42676.0,1377.0,4.4,20.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,October,10,94.1,29,2562.0,74306.0,2397.0,3.3,19.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,November,11,93.2,29,2585.0,74959.0,2418.0,4.6,15.0
OYO1075,Bangalore,1,OYO Townhouse,31,2307.0,December,12,98.0,30,2808.0,84235.0,2717.0,4.3,9.0
OYO1076,Bangalore,1,Capital O,37,2834.0,January,1,85.7,32,3216.0,102927.0,2782.0,4.3,11.0
OYO1076,Bangalore,1,Capital O,37,2834.0,February,2,94.6,35,3518.0,123142.0,3328.0,4.0,6.0
OYO1076,Bangalore,1,Capital O,37,2834.0,March,3,77.1,29,2898.0,84045.0,2271.0,3.5,12.0
OYO1076,Bangalore,1,Capital O,37,2834.0,April,4,58.0,21,2552.0,53597.0,1449.0,3.7,9.0
OYO1076,Bangalore,1,Capital O,37,2834.0,May,5,50.4,19,2368.0,44997.0,1216.0,4.4,10.0
OYO1076,Bangalore,1,Capital O,37,2834.0,June,6,60.4,22,2112.0,46462.0,1256.0,4.0,13.0
OYO1076,Bangalore,1,Capital O,37,2834.0,July,7,58.1,21,2090.0,43895.0,1186.0,4.0,17.0
OYO1076,Bangalore,1,Capital O,37,2834.0,August,8,56.5,21,2254.0,47324.0,1279.0,3.2,15.0
OYO1076,Bangalore,1,Capital O,37,2834.0,September,9,59.3,22,2671.0,58762.0,1588.0,3.2,22.0
OYO1076,Bangalore,1,Capital O,37,2834.0,October,10,82.0,30,3184.0,95518.0,2582.0,3.2,16.0
OYO1076,Bangalore,1,Capital O,37,2834.0,November,11,98.0,36,3620.0,130323.0,3522.0,3.9,19.0
OYO1076,Bangalore,1,Capital O,37,2834.0,December,12,95.1,35,3513.0,122945.0,3323.0,4.1,6.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,January,1,98.0,30,2492.0,74767.0,2412.0,3.9,23.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,February,2,79.6,25,2755.0,68865.0,2221.0,3.1,16.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,March,3,92.8,29,2399.0,69581.0,2245.0,3.7,19.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,April,4,74.5,23,1870.0,43003.0,1387.0,3.1,6.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,May,5,56.1,17,1939.0,32970.0,1064.0,4.7,7.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,June,6,60.5,19,1646.0,31267.0,1009.0,3.3,16.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,July,7,52.6,16,1731.0,27696.0,893.0,3.3,20.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,August,8,58.3,18,1581.0,28464.0,918.0,4.1,12.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,September,9,67.2,21,2063.0,43321.0,1397.0,4.6,8.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,October,10,81.6,25,2505.0,62614.0,2020.0,3.6,8.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,November,11,98.0,30,2761.0,82817.0,2672.0,3.6,11.0
OYO1077,Bangalore,1,OYO Rooms,31,2276.0,December,12,98.0,30,2791.0,83742.0,2701.0,3.7,20.0
OYO1078,Bangalore,1,Capital O,43,2905.0,January,1,90.6,39,3613.0,140904.0,3277.0,4.1,16.0
OYO1078,Bangalore,1,Capital O,43,2905.0,February,2,82.3,35,3488.0,122068.0,2839.0,4.7,10.0
OYO1078,Bangalore,1,Capital O,43,2905.0,March,3,93.2,40,3086.0,123459.0,2871.0,3.7,20.0
OYO1078,Bangalore,1,Capital O,43,2905.0,April,4,77.7,33,2590.0,85473.0,1988.0,3.9,25.0
OYO1078,Bangalore,1,Capital O,43,2905.0,May,5,56.0,24,2124.0,50987.0,1186.0,3.4,22.0
OYO1078,Bangalore,1,Capital O,43,2905.0,June,6,46.4,20,2248.0,44960.0,1046.0,4.2,11.0
OYO1078,Bangalore,1,Capital O,43,2905.0,July,7,58.7,25,2173.0,54334.0,1264.0,4.7,8.0
OYO1078,Bangalore,1,Capital O,43,2905.0,August,8,50.8,22,2155.0,47401.0,1102.0,3.2,12.0
OYO1078,Bangalore,1,Capital O,43,2905.0,September,9,69.6,30,2366.0,70985.0,1651.0,4.5,7.0
OYO1078,Bangalore,1,Capital O,43,2905.0,October,10,86.0,37,3609.0,133541.0,3106.0,4.3,19.0
OYO1078,Bangalore,1,Capital O,43,2905.0,November,11,98.0,42,3288.0,138100.0,3212.0,4.5,19.0
OYO1078,Bangalore,1,Capital O,43,2905.0,December,12,98.0,42,4092.0,171868.0,3997.0,4.1,11.0
OYO1079,Bangalore,1,Capital O,46,2326.0,January,1,96.6,44,2793.0,122883.0,2671.0,3.1,6.0
OYO1079,Bangalore,1,Capital O,46,2326.0,February,2,93.4,43,2525.0,108588.0,2361.0,4.5,13.0
OYO1079,Bangalore,1,Capital O,46,2326.0,March,3,91.4,42,2729.0,114624.0,2492.0,3.4,18.0
OYO1079,Bangalore,1,Capital O,46,2326.0,April,4,70.0,32,1785.0,57121.0,1242.0,4.4,13.0
OYO1079,Bangalore,1,Capital O,46,2326.0,May,5,56.1,26,1588.0,41288.0,898.0,4.0,8.0
OYO1079,Bangalore,1,Capital O,46,2326.0,June,6,56.0,26,1555.0,40437.0,879.0,3.1,20.0
OYO1079,Bangalore,1,Capital O,46,2326.0,July,7,55.5,26,1694.0,44039.0,957.0,4.1,15.0
OYO1079,Bangalore,1,Capital O,46,2326.0,August,8,54.4,25,1696.0,42411.0,922.0,3.7,8.0
OYO1079,Bangalore,1,Capital O,46,2326.0,September,9,59.7,27,2062.0,55670.0,1210.0,3.1,13.0
OYO1079,Bangalore,1,Capital O,46,2326.0,October,10,79.7,37,2624.0,97078.0,2110.0,4.4,8.0
OYO1079,Bangalore,1,Capital O,46,2326.0,November,11,88.7,41,2902.0,118997.0,2587.0,3.9,18.0
OYO1079,Bangalore,1,Capital O,46,2326.0,December,12,93.9,43,3065.0,131774.0,2865.0,4.3,10.0
OYO1080,Bangalore,1,Palette,72,2018.0,January,1,83.4,60,2539.0,152358.0,2116.0,3.6,23.0
OYO1080,Bangalore,1,Palette,72,2018.0,February,2,79.8,57,2371.0,135125.0,1877.0,3.8,12.0
OYO1080,Bangalore,1,Palette,72,2018.0,March,3,80.4,58,2222.0,128853.0,1790.0,3.0,11.0
OYO1080,Bangalore,1,Palette,72,2018.0,April,4,77.8,56,1808.0,101249.0,1406.0,4.8,14.0
OYO1080,Bangalore,1,Palette,72,2018.0,May,5,52.9,38,1379.0,52407.0,728.0,4.5,9.0
OYO1080,Bangalore,1,Palette,72,2018.0,June,6,53.5,39,1539.0,60018.0,834.0,4.5,7.0
OYO1080,Bangalore,1,Palette,72,2018.0,July,7,48.7,35,1652.0,57833.0,803.0,4.7,22.0
OYO1080,Bangalore,1,Palette,72,2018.0,August,8,66.4,48,1367.0,65633.0,912.0,4.2,7.0
OYO1080,Bangalore,1,Palette,72,2018.0,September,9,67.0,48,1554.0,74569.0,1036.0,3.4,16.0
OYO1080,Bangalore,1,Palette,72,2018.0,October,10,82.1,59,2288.0,135004.0,1875.0,3.5,15.0
OYO1080,Bangalore,1,Palette,72,2018.0,November,11,98.0,71,2265.0,160816.0,2234.0,4.3,5.0
OYO1080,Bangalore,1,Palette,72,2018.0,December,12,98.0,71,2689.0,190897.0,2651.0,3.1,8.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,January,1,87.7,32,3728.0,119284.0,3224.0,4.1,6.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,February,2,91.1,34,2931.0,99662.0,2694.0,3.7,10.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,March,3,91.0,34,3303.0,112315.0,3036.0,4.6,5.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,April,4,75.3,28,2667.0,74689.0,2019.0,3.4,13.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,May,5,69.5,26,2049.0,53277.0,1440.0,3.6,22.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,June,6,56.6,21,1957.0,41105.0,1111.0,3.9,14.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,July,7,66.1,24,1926.0,46215.0,1249.0,3.4,16.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,August,8,56.7,21,2212.0,46449.0,1255.0,3.3,12.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,September,9,65.0,24,2652.0,63655.0,1720.0,3.4,25.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,October,10,88.0,33,3584.0,118272.0,3197.0,4.1,23.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,November,11,98.0,36,3912.0,140848.0,3807.0,3.1,16.0
OYO1081,Bangalore,1,OYO Flagship,37,2954.0,December,12,95.6,35,3463.0,121215.0,3276.0,4.6,18.0
OYO1082,Bangalore,1,Palette,79,1910.0,January,1,83.8,66,2187.0,144324.0,1827.0,4.7,17.0
OYO1082,Bangalore,1,Palette,79,1910.0,February,2,90.5,72,2010.0,144746.0,1832.0,3.4,8.0
OYO1082,Bangalore,1,Palette,79,1910.0,March,3,93.4,74,2261.0,167319.0,2118.0,3.6,16.0
OYO1082,Bangalore,1,Palette,79,1910.0,April,4,62.1,49,1517.0,74352.0,941.0,4.0,21.0
OYO1082,Bangalore,1,Palette,79,1910.0,May,5,67.3,53,1400.0,74195.0,939.0,4.3,15.0
OYO1082,Bangalore,1,Palette,79,1910.0,June,6,48.7,38,1536.0,58372.0,739.0,4.8,8.0
OYO1082,Bangalore,1,Palette,79,1910.0,July,7,66.3,52,1553.0,80755.0,1022.0,3.6,16.0
OYO1082,Bangalore,1,Palette,79,1910.0,August,8,69.0,54,1332.0,71909.0,910.0,3.6,23.0
OYO1082,Bangalore,1,Palette,79,1910.0,September,9,72.5,57,1772.0,100994.0,1278.0,4.6,13.0
OYO1082,Bangalore,1,Palette,79,1910.0,October,10,86.2,68,2124.0,144404.0,1828.0,4.7,23.0
OYO1082,Bangalore,1,Palette,79,1910.0,November,11,98.0,77,2220.0,170916.0,2163.0,4.4,7.0
OYO1082,Bangalore,1,Palette,79,1910.0,December,12,93.7,74,2604.0,192684.0,2439.0,4.1,10.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,January,1,93.3,16,2090.0,33447.0,1967.0,3.4,19.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,February,2,85.2,14,2238.0,31335.0,1843.0,3.9,15.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,March,3,86.1,15,2148.0,32225.0,1896.0,3.7,22.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,April,4,67.8,12,1507.0,18089.0,1064.0,3.3,6.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,May,5,65.3,11,1286.0,14151.0,832.0,3.5,13.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,June,6,60.8,10,1524.0,15240.0,896.0,4.4,6.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,July,7,66.1,11,1567.0,17233.0,1014.0,4.6,15.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,August,8,56.5,10,1444.0,14440.0,849.0,3.4,13.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,September,9,58.8,10,1749.0,17485.0,1029.0,3.7,11.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,October,10,90.2,15,2267.0,33998.0,2000.0,4.1,16.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,November,11,98.0,17,2498.0,42465.0,2498.0,3.9,14.0
OYO1083,Bangalore,1,OYO Flagship,17,1898.0,December,12,98.0,17,2160.0,36727.0,2160.0,4.8,15.0
OYO1084,Bangalore,1,Capital O,74,2897.0,January,1,89.9,67,3611.0,241918.0,3269.0,4.0,15.0
OYO1084,Bangalore,1,Capital O,74,2897.0,February,2,90.6,67,2907.0,194789.0,2632.0,3.5,13.0
OYO1084,Bangalore,1,Capital O,74,2897.0,March,3,80.1,59,3367.0,198655.0,2685.0,3.8,13.0
OYO1084,Bangalore,1,Capital O,74,2897.0,April,4,70.3,52,2250.0,116989.0,1581.0,3.9,8.0
OYO1084,Bangalore,1,Capital O,74,2897.0,May,5,66.6,49,2201.0,107841.0,1457.0,4.3,7.0
OYO1084,Bangalore,1,Capital O,74,2897.0,June,6,61.6,46,2301.0,105826.0,1430.0,4.3,8.0
OYO1084,Bangalore,1,Capital O,74,2897.0,July,7,55.9,41,2112.0,86607.0,1170.0,3.3,17.0
OYO1084,Bangalore,1,Capital O,74,2897.0,August,8,64.3,48,2065.0,99128.0,1340.0,3.8,10.0
OYO1084,Bangalore,1,Capital O,74,2897.0,September,9,71.8,53,2775.0,147057.0,1987.0,4.4,19.0
OYO1084,Bangalore,1,Capital O,74,2897.0,October,10,80.5,60,2959.0,177539.0,2399.0,3.8,12.0
OYO1084,Bangalore,1,Capital O,74,2897.0,November,11,96.5,71,3463.0,245842.0,3322.0,4.4,15.0
OYO1084,Bangalore,1,Capital O,74,2897.0,December,12,98.0,73,3602.0,262942.0,3553.0,3.7,20.0
OYO1085,Bangalore,1,Palette,30,1905.0,January,1,98.0,29,2281.0,66160.0,2205.0,4.2,8.0
OYO1085,Bangalore,1,Palette,30,1905.0,February,2,95.4,29,1980.0,57410.0,1914.0,4.3,13.0
OYO1085,Bangalore,1,Palette,30,1905.0,March,3,80.2,24,2185.0,52430.0,1748.0,3.8,18.0
OYO1085,Bangalore,1,Palette,30,1905.0,April,4,60.4,18,1511.0,27191.0,906.0,3.4,17.0
OYO1085,Bangalore,1,Palette,30,1905.0,May,5,55.1,17,1450.0,24645.0,821.0,4.5,16.0
OYO1085,Bangalore,1,Palette,30,1905.0,June,6,46.1,14,1494.0,20922.0,697.0,3.4,17.0
OYO1085,Bangalore,1,Palette,30,1905.0,July,7,57.1,17,1375.0,23376.0,779.0,3.1,17.0
OYO1085,Bangalore,1,Palette,30,1905.0,August,8,54.9,16,1481.0,23702.0,790.0,4.1,16.0
OYO1085,Bangalore,1,Palette,30,1905.0,September,9,74.5,22,1477.0,32497.0,1083.0,3.3,18.0
OYO1085,Bangalore,1,Palette,30,1905.0,October,10,78.7,24,2333.0,55998.0,1867.0,4.2,22.0
OYO1085,Bangalore,1,Palette,30,1905.0,November,11,92.0,28,2583.0,72335.0,2411.0,3.1,13.0
OYO1085,Bangalore,1,Palette,30,1905.0,December,12,93.6,28,2543.0,71210.0,2374.0,4.1,19.0
OYO1086,Bangalore,1,Palette,20,2819.0,January,1,93.9,19,3556.0,67559.0,3378.0,3.3,14.0
OYO1086,Bangalore,1,Palette,20,2819.0,February,2,89.6,18,3513.0,63232.0,3162.0,3.2,11.0
OYO1086,Bangalore,1,Palette,20,2819.0,March,3,81.4,16,2944.0,47110.0,2355.0,3.1,14.0
OYO1086,Bangalore,1,Palette,20,2819.0,April,4,69.0,14,2332.0,32647.0,1632.0,3.2,19.0
OYO1086,Bangalore,1,Palette,20,2819.0,May,5,55.5,11,2181.0,23995.0,1200.0,3.9,19.0
OYO1086,Bangalore,1,Palette,20,2819.0,June,6,58.2,12,1830.0,21959.0,1098.0,4.3,18.0
OYO1086,Bangalore,1,Palette,20,2819.0,July,7,67.3,13,2072.0,26938.0,1347.0,4.2,24.0
OYO1086,Bangalore,1,Palette,20,2819.0,August,8,69.7,14,2055.0,28765.0,1438.0,4.1,11.0
OYO1086,Bangalore,1,Palette,20,2819.0,September,9,68.5,14,2753.0,38536.0,1927.0,3.6,8.0
OYO1086,Bangalore,1,Palette,20,2819.0,October,10,89.3,18,3194.0,57487.0,2874.0,4.1,15.0
OYO1086,Bangalore,1,Palette,20,2819.0,November,11,89.6,18,3560.0,64078.0,3204.0,4.3,25.0
OYO1086,Bangalore,1,Palette,20,2819.0,December,12,90.0,18,3193.0,57465.0,2873.0,4.1,7.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,January,1,98.0,18,3309.0,59560.0,3309.0,4.8,13.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,February,2,84.7,15,2993.0,44895.0,2494.0,4.1,5.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,March,3,78.0,14,2666.0,37317.0,2073.0,4.4,11.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,April,4,68.1,12,2181.0,26176.0,1454.0,3.0,19.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,May,5,56.8,10,2121.0,21211.0,1178.0,4.1,6.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,June,6,49.5,9,1799.0,16195.0,900.0,3.6,18.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,July,7,65.9,12,2071.0,24847.0,1380.0,4.2,15.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,August,8,62.5,11,2203.0,24237.0,1346.0,4.0,12.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,September,9,73.7,13,2231.0,29008.0,1612.0,4.3,22.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,October,10,84.0,15,3111.0,46671.0,2593.0,3.6,16.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,November,11,90.2,16,3363.0,53812.0,2990.0,4.4,23.0
OYO1087,Bangalore,1,OYO Rooms,18,2616.0,December,12,97.1,17,3736.0,63506.0,3528.0,3.5,6.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,January,1,98.0,60,2404.0,144211.0,2364.0,4.5,16.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,February,2,85.8,52,2282.0,118663.0,1945.0,4.6,20.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,March,3,88.1,54,2033.0,109755.0,1799.0,3.1,13.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,April,4,67.9,41,1613.0,66135.0,1084.0,3.8,24.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,May,5,54.3,33,1447.0,47760.0,783.0,3.2,21.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,June,6,61.6,38,1562.0,59367.0,973.0,3.8,5.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,July,7,57.3,35,1460.0,51092.0,838.0,3.3,23.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,August,8,64.6,39,1529.0,59645.0,978.0,4.4,8.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,September,9,75.4,46,1859.0,85502.0,1402.0,4.7,19.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,October,10,80.7,49,2352.0,115265.0,1890.0,3.8,19.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,November,11,96.4,59,2139.0,126182.0,2069.0,4.7,19.0
OYO1088,Bangalore,1,OYO Townhouse,61,1978.0,December,12,98.0,60,2279.0,136744.0,2242.0,3.8,6.0
OYO1089,Bangalore,1,Palette,41,2506.0,January,1,92.4,38,3068.0,116603.0,2844.0,3.6,17.0
OYO1089,Bangalore,1,Palette,41,2506.0,February,2,84.2,35,3096.0,108351.0,2643.0,3.6,9.0
OYO1089,Bangalore,1,Palette,41,2506.0,March,3,79.5,33,2578.0,85078.0,2075.0,3.8,7.0
OYO1089,Bangalore,1,Palette,41,2506.0,April,4,61.0,25,2063.0,51570.0,1258.0,3.0,17.0
OYO1089,Bangalore,1,Palette,41,2506.0,May,5,60.3,25,1789.0,44715.0,1091.0,3.6,11.0
OYO1089,Bangalore,1,Palette,41,2506.0,June,6,48.8,20,1888.0,37753.0,921.0,3.5,10.0
OYO1089,Bangalore,1,Palette,41,2506.0,July,7,49.0,20,1901.0,38010.0,927.0,3.6,14.0
OYO1089,Bangalore,1,Palette,41,2506.0,August,8,52.6,22,1913.0,42080.0,1026.0,4.2,7.0
OYO1089,Bangalore,1,Palette,41,2506.0,September,9,59.1,24,2144.0,51461.0,1255.0,3.3,17.0
OYO1089,Bangalore,1,Palette,41,2506.0,October,10,89.9,37,3057.0,113116.0,2759.0,4.3,17.0
OYO1089,Bangalore,1,Palette,41,2506.0,November,11,92.2,38,3321.0,126199.0,3078.0,4.3,18.0
OYO1089,Bangalore,1,Palette,41,2506.0,December,12,98.0,40,3582.0,143271.0,3494.0,4.4,14.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,January,1,84.6,17,2946.0,50080.0,2504.0,4.7,14.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,February,2,87.1,17,2736.0,46510.0,2325.0,4.3,14.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,March,3,78.6,16,2331.0,37291.0,1865.0,4.5,17.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,April,4,76.3,15,1970.0,29547.0,1477.0,4.3,18.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,May,5,65.8,13,1952.0,25370.0,1268.0,3.8,6.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,June,6,55.5,11,1606.0,17662.0,883.0,3.8,8.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,July,7,63.0,13,1757.0,22845.0,1142.0,3.2,7.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,August,8,66.4,13,1914.0,24885.0,1244.0,3.6,18.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,September,9,73.8,15,2039.0,30588.0,1529.0,3.7,13.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,October,10,90.4,18,2649.0,47676.0,2384.0,4.8,13.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,November,11,92.8,19,3075.0,58420.0,2921.0,4.1,21.0
OYO1090,Bangalore,1,OYO Rooms,20,2322.0,December,12,98.0,20,3184.0,63671.0,3184.0,4.0,10.0
OYO1091,Bangalore,1,Palette,76,2204.0,January,1,95.3,72,2330.0,167796.0,2208.0,4.7,16.0
OYO1091,Bangalore,1,Palette,76,2204.0,February,2,87.7,67,2541.0,170238.0,2240.0,3.8,16.0
OYO1091,Bangalore,1,Palette,76,2204.0,March,3,90.4,69,2185.0,150745.0,1983.0,4.7,6.0
OYO1091,Bangalore,1,Palette,76,2204.0,April,4,60.2,46,2067.0,95097.0,1251.0,4.4,13.0
OYO1091,Bangalore,1,Palette,76,2204.0,May,5,59.9,46,1761.0,80984.0,1066.0,3.2,21.0
OYO1091,Bangalore,1,Palette,76,2204.0,June,6,63.7,48,1737.0,83371.0,1097.0,4.1,5.0
OYO1091,Bangalore,1,Palette,76,2204.0,July,7,50.5,38,1487.0,56521.0,744.0,4.0,13.0
OYO1091,Bangalore,1,Palette,76,2204.0,August,8,61.6,47,1569.0,73722.0,970.0,4.2,11.0
OYO1091,Bangalore,1,Palette,76,2204.0,September,9,69.4,53,2114.0,112029.0,1474.0,3.5,24.0
OYO1091,Bangalore,1,Palette,76,2204.0,October,10,86.7,66,2778.0,183315.0,2412.0,3.6,7.0
OYO1091,Bangalore,1,Palette,76,2204.0,November,11,86.2,65,3033.0,197115.0,2594.0,3.7,8.0
OYO1091,Bangalore,1,Palette,76,2204.0,December,12,95.9,73,2734.0,199568.0,2626.0,4.0,6.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,January,1,96.1,35,3317.0,116103.0,3225.0,3.6,22.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,February,2,95.3,34,2753.0,93593.0,2600.0,4.3,13.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,March,3,80.4,29,2729.0,79133.0,2198.0,3.7,16.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,April,4,71.2,26,2260.0,58761.0,1632.0,3.3,13.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,May,5,68.5,25,2173.0,54320.0,1509.0,3.3,25.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,June,6,59.4,21,1706.0,35818.0,995.0,3.1,5.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,July,7,62.0,22,1920.0,42239.0,1173.0,3.8,25.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,August,8,51.7,19,2076.0,39445.0,1096.0,3.7,14.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,September,9,73.8,27,2332.0,62961.0,1749.0,3.8,9.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,October,10,88.2,32,2980.0,95364.0,2649.0,3.8,12.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,November,11,89.7,32,3292.0,105350.0,2926.0,4.0,22.0
OYO1092,Bangalore,1,OYO Flagship,36,2610.0,December,12,94.7,34,3345.0,113746.0,3160.0,3.7,16.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,January,1,89.3,36,2823.0,101640.0,2541.0,4.0,19.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,February,2,80.3,32,2408.0,77043.0,1926.0,4.2,8.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,March,3,88.6,35,2581.0,90329.0,2258.0,4.8,21.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,April,4,67.3,27,1677.0,45268.0,1132.0,4.6,7.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,May,5,59.4,24,1746.0,41908.0,1048.0,4.7,7.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,June,6,58.7,23,1651.0,37972.0,949.0,3.6,6.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,July,7,54.5,22,1691.0,37192.0,930.0,3.8,15.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,August,8,59.4,24,1743.0,41832.0,1046.0,3.8,24.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,September,9,74.0,30,1773.0,53182.0,1330.0,3.1,23.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,October,10,93.0,37,2552.0,94438.0,2361.0,4.0,6.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,November,11,95.5,38,2425.0,92165.0,2304.0,3.1,25.0
OYO1093,Bangalore,1,OYO Flagship,40,2145.0,December,12,98.0,39,2832.0,110433.0,2761.0,3.5,7.0
OYO1094,Bangalore,1,OYO Townhouse,48,2366.0,January,1,92.1,44,3028.0,133231.0,2776.0,3.5,8.0
OYO1094,Bangalore,1,OYO Townhouse,48,2366.0,February,2,83.6,40,2901.0,116020.0,2417.0,3.0,7.0
